date,curator,artist,track,genre,youtube_url,youtube_music_url,spotify_url,bandcamp_url,soundcloud_url,tidal_url
2019-09-06,trey,Wrvth,Eventide,post metal,https://www.youtube.com/watch?v=Yzp8uDhd_Oc,,https://open.spotify.com/track/5JOiL2wfOArQCp2P8HRvxU,https://uniqueleaderrecords.bandcamp.com/track/eventide,,
2019-09-13,trey,Gatecreeper,Boiled Over,death metal,https://www.youtube.com/watch?v=LcpIfvVS2sQ,,https://open.spotify.com/track/2KZVSALVW4y0wJUpTsAEsV,https://gatecreeper.bandcamp.com/track/boiled-over,https://soundcloud.com/gatecreeperofficial/boiled-over,
2019-09-13,trey,Khemmis,Hunted,sludge/doom,https://www.youtube.com/watch?v=3ePcP1TiqXw,,https://open.spotify.com/track/1cJtz8FzyQQBhMBxaTUtcP,https://khemmis.bandcamp.com/album/hunted,https://soundcloud.com/20-buck-spin/khemmis-hunted,
2019-09-13,trey,Mortal Wound,Burning Sulphur,death metal,https://www.youtube.com/watch?v=ovYsCR5bj6w,,https://open.spotify.com/album/32E8aGqpGES1opxJTPdJTW,https://mortalwound.bandcamp.com/track/burning-sulphur,,
2019-11-01,trey,Alcest,Sapphire,post metal,https://www.youtube.com/watch?v=QXGXTldAJ2Q,,https://open.spotify.com/track/1rJl94O48b2PXQUYjzEWqR,https://alcest.bandcamp.com/track/sapphire,https://soundcloud.com/alcest-music/sapphire,
2019-11-01,trey,Crypt Sermon,Our Reverend’s Grave,doom/heavy metal,https://www.youtube.com/watch?v=ZPfvZ7fHeNo,,https://open.spotify.com/track/22tgJdyWGHkNC15bREaNAY,https://cryptsermon.bandcamp.com/track/our-reverends-grave,,
2019-11-01,trey,Howling Giant,The River Guide,psychedelic/stoner/doom,https://www.youtube.com/watch?v=DxZxdZ5kV9I,,https://open.spotify.com/track/1hF6hYEySJPPBZ4NbrU4hO,https://howlinggiant.bandcamp.com/track/the-river-guide,,
2019-11-01,trey,Taphos,Thrive in Upheaval,death metal,https://www.youtube.com/watch?v=43lfylzQCJI,,https://open.spotify.com/track/4JT0xYYOCsxx3rjDucwnPu,https://taphos.bandcamp.com/track/thrive-in-upheaval,,
2019-12-13,trey,Blood Incantation,Awakening from the Dream of Existence to the Multidimensional Nature of Our Reality (Mirror of the Soul),death metal,https://www.youtube.com/watch?v=1DmiEPUmvrI,,https://open.spotify.com/track/4AKW96xhn1G4eZJRz9hhaN,https://darkdescentrecords.bandcamp.com/track/awakening-from-the-dream-of-existence-to-the-multidimensional-nature-of-our-reality-mirror-of-the-soul,https://soundcloud.com/bloodincantation/awakening-from-the-dream-of,
2020-01-03,trey,Noisem,1132,death/thrash,https://www.youtube.com/watch?v=9ZRgAMWO5No,,https://open.spotify.com/album/2rJnUV48MZuQ22AdfgoAYq,https://noisem.bandcamp.com/album/blossoming-decay,,
2020-01-03,trey,Red Death,Ravage,thrash/crossover,https://www.youtube.com/watch?v=Z8UkAqBVr28,,,https://centurymedia.bandcamp.com/album/sickness-divine-24-bit-hd-audio,,
2020-02-28,trey,High Command,Impaled Upon the Gates,thrash,https://www.youtube.com/watch?v=gRPU6CpruU4,,https://open.spotify.com/album/4szLMEwiYzD3QC4jI7ClZA,https://highcommandsl.bandcamp.com/album/beyond-the-wall-of-desolation,,
2020-02-28,trey,Immortal Bird,Avolition,blackened death,https://www.youtube.com/watch?v=B5USISZpK-Q,,https://open.spotify.com/track/4ykbjRKHB13eZAdYvIETBT,https://20buckspin.bandcamp.com/track/avolition,https://soundcloud.com/immortalbird-music/avolition,
2020-02-28,trey,In Mourning,Black Storm,progressive/melodic death,https://www.youtube.com/watch?v=pHmV7zHYf0w,,https://open.spotify.com/track/1vdTI9mhM8OLRjzItcUYUM,https://agoniarecords.bandcamp.com/track/black-storm,https://soundcloud.com/in-mourning-official/black-storm,
2020-03-20,trey,Be’Lakor,Withering Strands,melodic death metal,https://www.youtube.com/watch?v=UtVIfd3AKwI,,https://open.spotify.com/track/1L3gM9BUMQQdEHe7mfIHKF,https://belakor.bandcamp.com/track/withering-strands,https://soundcloud.com/belakorofficial/withering-strands,https://tidal.com/browse/track/68002062
2020-03-20,trey,Konvent,The Eye,doom,https://www.youtube.com/watch?v=YogXrUtyYoU,,https://open.spotify.com/album/6GEqmSL5BtTWOVbWg5x80Y,https://konvent666.bandcamp.com/track/the-eye,,
2020-03-20,trey,Plague,Pandemic,death metal,https://www.youtube.com/watch?v=tZ5GFLiZh6Y,,https://open.spotify.com/album/0u934ElljYYWNif8V6ysuz,https://plague-gr.bandcamp.com/album/portraits-of-mind,,
2020-05-29,trey,Black Curse,Charnel Rift,death metal,https://www.youtube.com/watch?v=nOuL1S2rKkA,,https://open.spotify.com/track/06vtGCMD4CkNVrifT9ZaB7,https://blackcurse-svr.bandcamp.com/track/charnel-rift,https://soundcloud.com/blackcurse-music/charnel-rift,
2020-05-29,trey,Cauldron Black Ram,Stones Break Bones,death/thrash,https://www.youtube.com/watch?v=b4SDdWLx2YE,,https://open.spotify.com/album/0daKyagsxQVUmuV7KMqfxX,https://20buckspin.bandcamp.com/album/slaver,,
2020-05-29,trey,Paradise Lost,Forsaken,doom,https://www.youtube.com/watch?v=SY4ENmfWj6Y,,https://open.spotify.com/track/597cB30V41M5bALmduU3YP,https://paradiselostofficial.bandcamp.com/track/forsaken,https://soundcloud.com/paradise-lost-official/forsaken,
2020-06-12,trey,Concrete Winds,Sulphuric Upheaval,death metal,https://www.youtube.com/watch?v=BcnAj-Vgfi0,,https://open.spotify.com/album/38eO3vy5IwDT7b0shgXGyC,https://concretewinds.bandcamp.com/track/sulphuric-upheaval,,
2020-06-12,trey,Exhumed,Rot Your Brain,death metal,https://www.youtube.com/watch?v=xyaPy-Ug6dA,,https://open.spotify.com/track/0ST4XRd3RzIVeO6ZYkmglP,https://exhumed.bandcamp.com/track/exhumed-rot-your-brain,https://soundcloud.com/exhumedofficial/rot-your-brain,
2020-07-10,trey,Nightfell,To the Flame,doom,https://www.youtube.com/watch?v=Ba9stEjAXYk,,,https://nightfell.bandcamp.com/track/to-the-flame,,
2020-07-10,trey,Obscene,They Delight in Extinction,death metal,https://www.youtube.com/watch?v=tN-Y0y5jepQ,,https://open.spotify.com/album/1dGc5WWsJ6ssgJZes1G4iT,https://obscenedeathmetal.bandcamp.com/album/the-inhabitable-dark,,
2020-07-10,trey,Skeleton,Mark of Death,crust punk?,https://www.youtube.com/watch?v=1Ze34LkerNw,,https://open.spotify.com/track/77Dq3QgMv74Y5Lh4m0lkPD,https://listen.20buckspin.com/track/mark-of-death,,
2020-09-04,trey,Concrete,World Tomb,hardcore,https://www.youtube.com/watch?v=S0MV__MQdQM,,https://open.spotify.com/album/0y2ECtL2jtx8pAKYjYM5Fe,https://concretehc.bandcamp.com/album/free-us-from-existence,,
2020-09-04,trey,Umbra Vitae,Blood Blossom,death metal,https://www.youtube.com/watch?v=u-m7DcNXTqU,,https://open.spotify.com/track/3f6S3aMYxU0nbZugtcsVKn,https://umbravitae.bandcamp.com/track/blood-blossom,https://soundcloud.com/umbravitae/blood-blossom,
2020-09-04,trey,Unleash the Archers,Abyss,heavy metal,https://www.youtube.com/watch?v=1bGmjnkDTTI,,https://open.spotify.com/track/2dm5txVoqHEW40k2DhnqOO,https://unleashthearchers.bandcamp.com/album/abyss,https://soundcloud.com/unleash-the-archers-official/sets/abyss-256329964,
2020-10-02,trey,Anaal Nathrakh,Feeding the Death Machine,extreme,https://www.youtube.com/watch?v=2AW9CFiTdt0,,https://open.spotify.com/track/1bGjVgSxDbQSOza8V4x3O9,https://anaalnathrakh.bandcamp.com/track/feeding-the-death-machine,https://soundcloud.com/anaalnathrakh/feeding-the-death-machine,
2020-10-02,trey,Dunwich,Mouth of Darkness,rock/gothic,https://www.youtube.com/watch?v=yZh6BSW19CQ,,https://open.spotify.com/track/302Uh9o3UZt7OBfW6K3CkK,https://dunwichband.bandcamp.com/track/mouth-of-darkness,,
2020-10-02,trey,Primitive Warfare,Nomadic Evolution,war metal,https://www.youtube.com/watch?v=EOXxXS2iLNc,,https://open.spotify.com/track/6o9ktGk54Vrsqg7TflRzaA,https://primitivewarfare.bandcamp.com/track/nomadic-evolution,,
2021-02-05,trey,Bas Rotten,Self,grindcore,,,,https://basrotten.bandcamp.com/track/self,,
2021-02-05,trey,Draconian,Claw Marks on the Throne,doom,https://www.youtube.com/watch?v=j4VglgQfYbg,,https://open.spotify.com/track/5ogNoYToS7QEkfSYBy5LyL,https://draconian.bandcamp.com/track/claw-marks-on-the-throne,https://soundcloud.com/draconian-official/claw-marks-on-the-throne,
2021-02-05,trey,Frozen Soul,Merciless,death metal,https://www.youtube.com/watch?v=Xa2CfdKL9nc,,https://open.spotify.com/track/3BaVODjGAYV9eqfE8lF1pr,https://frozensoultx.bandcamp.com/track/merciless,,
2021-02-05,trey,Mora Prokaza,I’m Not Yours,black metal/trap,https://www.youtube.com/watch?v=ajcYGV09fqk,,,https://moraprokazasom.bandcamp.com/track/im-not-yours,https://soundcloud.com/moraprokaza/im-not-yours,
2021-04-09,trey,Bloody Hammers,The Ones Who Own the Dark,spooky rock’n’roll,https://www.youtube.com/watch?v=1TvmboTfDP8,,https://open.spotify.com/track/7eib4fv7LUWsn2yFtYBQXS,https://bloodyhammers.bandcamp.com/track/the-ones-who-own-the-dark,https://soundcloud.com/bloody-hammers/the-ones-who-own-the-dark,
2021-04-09,trey,Bridge Burner,Disempath,grind,https://www.youtube.com/watch?v=2q64D-Gfido,,https://open.spotify.com/album/4K72moGsQucqP2Kx0WY049,https://bridgeburnernz.bandcamp.com/track/disempath,https://soundcloud.com/bridgeburner-music/disempath,
2021-04-09,trey,Enforced,UXO,crossover,https://www.youtube.com/watch?v=J1loT9DadlI,,https://open.spotify.com/track/1d0EAuXWu4J9gj8TIM5W18,https://enforced.bandcamp.com/album/kill-grid,,
2022-07-29,trey,Caliban,The World Breaks Everyone,metalcore,https://www.youtube.com/watch?v=gVIVaUe_czM,,https://open.spotify.com/track/2uubL5o0pMjqYXMYC0Fk7i,https://centurymedia.bandcamp.com/album/dystopia,,
2022-07-29,trey,Inhuman Condition,Where Pain is Infinity,death metal,https://www.youtube.com/watch?v=9vCQ0KPAg20,,https://open.spotify.com/album/07RHsrysgs8kLeWXitgsT8,https://inhumancondition.bandcamp.com/track/where-pain-is-infinity,https://soundcloud.com/inhumancondition/where-pain-is-infinity,
2022-07-29,trey,She Said Destroy,Greed Witches,progressive,https://www.youtube.com/watch?v=eAlhlcagSWY,,https://open.spotify.com/album/6YExUTeolK0JXSgD0krzQZ,https://shesaiddestroynorway.bandcamp.com/album/succession,,
2025-02-14,keith,Dream Theater,The Dance of Eternity,prog metal,https://www.youtube.com/watch?v=8Ik9qECIWgc,,https://open.spotify.com/track/7FTf3bJuCq5UYHjUwggKNB,https://insideoutmusic.bandcamp.com/track/scene-seven-i-the-dance-of-eternity-2,https://soundcloud.com/dreamtheaterofficial/the-dance-of-eternity-scene,https://tidal.com/browse/track/1844737
2025-02-14,keith,Haken,Pareidolia,modern prog,https://www.youtube.com/watch?v=kr_gROZmTtA,,https://open.spotify.com/track/5fUGUcxc6Ocn89pv60AKhr,https://hakenofficial.bandcamp.com/track/pareidolia,https://soundcloud.com/officialinsideoutmusic/haken-pareidolia,
2025-02-14,keith,Tool,Pneuma,alt prog rock/metal,https://www.youtube.com/watch?v=FssULNGSZIA,,https://open.spotify.com/track/03sEzk1VyrUZSgyhoQR0LZ,,https://soundcloud.com/officialtool/pneuma,https://tidal.com/browse/track/116415072
2025-03-21,keith,Dream Theater,Forsaken,progressive metal,https://www.youtube.com/watch?v=dRBP1rpE5y8,,https://open.spotify.com/track/5n8AC9ND62bWuPAtoS9nWP,,https://soundcloud.com/roadrunner-usa/forsaken,
2025-03-21,keith,Spiritbox,Tsunami Sea,metalcore (atmospheric),https://www.youtube.com/watch?v=hsKtH4gp6Vk,,https://open.spotify.com/track/7bGzUyc4a949g2c0EIzMpx,https://spiritboxofficial.bandcamp.com/album/tsunami-sea,https://soundcloud.com/spiritbox-music/tsunami-sea,
2025-03-21,keith,Wobbler,From Silence to Somewhere,modern prog (psychedelic jam),https://www.youtube.com/watch?v=2k2OzIG-0Zg,,https://open.spotify.com/track/0oAslW9fVwn0B3IFX4OgtQ,https://wobbler.bandcamp.com/album/from-silence-to-somewhere,,
2026-04-03,trey,Bring Me the Horizon,Top 10 staTues tHat CriEd bloOd,metalcore/alt-metal,https://www.youtube.com/watch?v=gMbh2YIFxGk,,https://open.spotify.com/track/7g4hIeYVk3h5qQXb9RLeXP,,https://soundcloud.com/bring-me-the-horizon/top-10-statues-that-cried,
2026-04-03,trey,Bring Me the Horizon,Kool-Aid,metalcore/deathcore,https://www.youtube.com/watch?v=3SSELaVWirQ,,https://open.spotify.com/track/0hpWmAB3L0OJ3VBeMkOQUu,,https://soundcloud.com/bring-me-the-horizon/kool-aid,
2026-04-03,trey,Magnolia Park,WORSHIP,nu-metal/pop-punk,https://www.youtube.com/watch?v=bPKFJ09fXYE,,https://open.spotify.com/track/6DDZyvRWHWjPoaVJMTkvsp,https://magnoliapark.bandcamp.com/track/worship-feat-plvtinum-vana,https://soundcloud.com/magnoliaparkfl/worship,
2026-04-10,keith,Bring Me the Horizon,Ludens,electronic rock/metalcore,,https://music.youtube.com/watch?v=caYD1-uck_c,https://open.spotify.com/track/4xWirulal0kGikFE3WSU75,,,
2026-04-10,keith,MASTER BOOT RECORD,DEV.NFO,chiptune metal,,https://music.youtube.com/watch?v=FR60mI6vw3U,https://open.spotify.com/track/0ttkoSc9LZmgTgjN69WoK1,,,
2026-04-10,keith,Leprous,The Price,modern prog,,https://music.youtube.com/watch?v=tdjVn95817A,https://open.spotify.com/track/134I0qT6UrkDjhbI6bx0x3,,,
2026-04-17,trey,Beartooth,Sunshine,,,https://youtu.be/eSy-VzkXr2k?si=_KizvWMXGt9P3O-K,https://open.spotify.com/track/75jOZla67WCSH24GjJrq5r?si=69628e0fe0e047a8,,,
2026-04-17,trey,Rivers of Nihil,The Silent Life,,,https://music.youtube.com/watch?v=Ya-w5Qx1tzc&si=JFhnzsf6Bv9PEF66,https://open.spotify.com/track/4iDQzPpa7FJ1RYfIGdH49e,,,
